judging from previous posts this used to be a good place , but not any longer . [A] [O] [S] [C]	[A] place [O] not any longer [S] bad [C] restaurant general
it was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive . [A] [O] [S] [C]	[A] restaurant [O] repulsive [S] bad [C] restaurant general
it was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive . [A] [O] [C] [S]	[A] restaurant [O] repulsive [C] restaurant general [S] bad
it was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive . [A] [S] [O] [C]	[A] restaurant [S] bad [O] repulsive [C] restaurant general
it was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive . [O] [A] [C] [S]	[O] repulsive [A] restaurant [C] restaurant general [S] bad
it was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive . [O] [A] [S] [C]	[O] repulsive [A] restaurant [S] bad [C] restaurant general
gorgeous place ideal for a romantic dinner [A] [O] [S] [C]	[A] place [O] gorgeous [S] good [C] ambience general [SSEP] [A] place [O] ideal [S] good [C] ambience general [SSEP] [A] place [O] gorgeous [S] good [C] restaurant miscellaneous [SSEP] [A] place [O] ideal [S] good [C] restaurant miscellaneous
gorgeous place ideal for a romantic dinner [A] [O] [C] [S]	[A] place [O] gorgeous [C] ambience general [S] good [SSEP] [A] place [O] ideal [C] ambience general [S] good [SSEP] [A] place [O] gorgeous [C] restaurant miscellaneous [S] good [SSEP] [A] place [O] ideal [C] restaurant miscellaneous [S] good
gorgeous place ideal for a romantic dinner [A] [S] [O] [C]	[A] place [S] good [O] gorgeous [C] ambience general [SSEP] [A] place [S] good [O] ideal [C] ambience general [SSEP] [A] place [S] good [O] gorgeous [C] restaurant miscellaneous [SSEP] [A] place [S] good [O] ideal [C] restaurant miscellaneous
gorgeous place ideal for a romantic dinner [O] [A] [C] [S]	[O] gorgeous [A] place [C] ambience general [S] good [SSEP] [O] ideal [A] place [C] ambience general [S] good [SSEP] [O] gorgeous [A] place [C] restaurant miscellaneous [S] good [SSEP] [O] ideal [A] place [C] restaurant miscellaneous [S] good
gorgeous place ideal for a romantic dinner [O] [A] [S] [C]	[O] gorgeous [A] place [S] good [C] ambience general [SSEP] [O] ideal [A] place [S] good [C] ambience general [SSEP] [O] gorgeous [A] place [S] good [C] restaurant miscellaneous [SSEP] [O] ideal [A] place [S] good [C] restaurant miscellaneous
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot . [A] [O] [S] [C]	[A] four course prix fix menu [O] enjoyed [S] good [C] food quality [SSEP] [A] white organza tent [O] gorgeous [S] good [C] ambience general
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot . [A] [O] [C] [S]	[A] four course prix fix menu [O] enjoyed [C] food quality [S] good [SSEP] [A] white organza tent [O] gorgeous [C] ambience general [S] good
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot . [A] [S] [O] [C]	[A] four course prix fix menu [S] good [O] enjoyed [C] food quality [SSEP] [A] white organza tent [S] good [O] gorgeous [C] ambience general
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot . [O] [A] [C] [S]	[O] enjoyed [A] four course prix fix menu [C] food quality [S] good [SSEP] [O] gorgeous [A] white organza tent [C] ambience general [S] good
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot . [O] [A] [S] [C]	[O] enjoyed [A] four course prix fix menu [S] good [C] food quality [SSEP] [O] gorgeous [A] white organza tent [S] good [C] ambience general
i completely recommend casa la femme for any special occasion and to really impress your date . [A] [O] [S] [C]	[A] casa la femme [O] recommend [S] good [C] restaurant miscellaneous
i completely recommend casa la femme for any special occasion and to really impress your date . [A] [O] [C] [S]	[A] casa la femme [O] recommend [C] restaurant miscellaneous [S] good
i completely recommend casa la femme for any special occasion and to really impress your date . [A] [S] [O] [C]	[A] casa la femme [S] good [O] recommend [C] restaurant miscellaneous
i completely recommend casa la femme for any special occasion and to really impress your date . [O] [A] [C] [S]	[O] recommend [A] casa la femme [C] restaurant miscellaneous [S] good
i completely recommend casa la femme for any special occasion and to really impress your date . [O] [A] [S] [C]	[O] recommend [A] casa la femme [S] good [C] restaurant miscellaneous
more williamsburg garbage [A] [O] [S] [C]	[A] it [O] null [S] bad [C] restaurant general
more williamsburg garbage [A] [O] [C] [S]	[A] it [O] null [C] restaurant general [S] bad
more williamsburg garbage [A] [S] [O] [C]	[A] it [S] bad [O] null [C] restaurant general
more williamsburg garbage [O] [A] [C] [S]	[O] null [A] it [C] restaurant general [S] bad
more williamsburg garbage [O] [A] [S] [C]	[O] null [A] it [S] bad [C] restaurant general
the dishes came out around 5 minutes apart . [A] [O] [S] [C]	[A] it [O] null [S] bad [C] service general
the dishes came out around 5 minutes apart . [A] [O] [C] [S]	[A] it [O] null [C] service general [S] bad
the dishes came out around 5 minutes apart . [A] [S] [O] [C]	[A] it [S] bad [O] null [C] service general
the dishes came out around 5 minutes apart . [O] [A] [C] [S]	[O] null [A] it [C] service general [S] bad
the dishes came out around 5 minutes apart . [O] [A] [S] [C]	[O] null [A] it [S] bad [C] service general
the bibimbap was average , but the stone bowl was n ' t even close to sizzling . [A] [O] [S] [C]	[A] bibimbap [O] average [S] ok [C] food quality [SSEP] [A] stone bowl [O] n ' t even close to sizzling [S] bad [C] food quality
the bibimbap was average , but the stone bowl was n ' t even close to sizzling . [A] [O] [C] [S]	[A] bibimbap [O] average [C] food quality [S] ok [SSEP] [A] stone bowl [O] n ' t even close to sizzling [C] food quality [S] bad
the bibimbap was average , but the stone bowl was n ' t even close to sizzling . [A] [S] [O] [C]	[A] bibimbap [S] ok [O] average [C] food quality [SSEP] [A] stone bowl [S] bad [O] n ' t even close to sizzling [C] food quality
the bibimbap was average , but the stone bowl was n ' t even close to sizzling . [O] [A] [C] [S]	[O] average [A] bibimbap [C] food quality [S] ok [SSEP] [O] n ' t even close to sizzling [A] stone bowl [C] food quality [S] bad
the bibimbap was average , but the stone bowl was n ' t even close to sizzling . [O] [A] [S] [C]	[O] average [A] bibimbap [S] ok [C] food quality [SSEP] [O] n ' t even close to sizzling [A] stone bowl [S] bad [C] food quality
too bad i had paid an extra $ 2 for the stone bowl . [A] [O] [S] [C]	[A] stone bowl [O] bad [S] bad [C] food prices
too bad i had paid an extra $ 2 for the stone bowl . [A] [O] [C] [S]	[A] stone bowl [O] bad [C] food prices [S] bad
too bad i had paid an extra $ 2 for the stone bowl . [A] [S] [O] [C]	[A] stone bowl [S] bad [O] bad [C] food prices
too bad i had paid an extra $ 2 for the stone bowl . [O] [A] [C] [S]	[O] bad [A] stone bowl [C] food prices [S] bad
too bad i had paid an extra $ 2 for the stone bowl . [O] [A] [S] [C]	[O] bad [A] stone bowl [S] bad [C] food prices
the nakgi - bokum was horrible . [A] [O] [S] [C]	[A] nakgi - bokum [O] horrible [S] bad [C] food quality
the nakgi - bokum was horrible . [A] [O] [C] [S]	[A] nakgi - bokum [O] horrible [C] food quality [S] bad
the nakgi - bokum was horrible . [A] [S] [O] [C]	[A] nakgi - bokum [S] bad [O] horrible [C] food quality
the nakgi - bokum was horrible . [O] [A] [C] [S]	[O] horrible [A] nakgi - bokum [C] food quality [S] bad
the nakgi - bokum was horrible . [O] [A] [S] [C]	[O] horrible [A] nakgi - bokum [S] bad [C] food quality
easily the worst stir - fried squid i ' ve ever tasted . [A] [O] [S] [C]	[A] stir - fried squid [O] worst [S] bad [C] food quality
easily the worst stir - fried squid i ' ve ever tasted . [A] [O] [C] [S]	[A] stir - fried squid [O] worst [C] food quality [S] bad
easily the worst stir - fried squid i ' ve ever tasted . [A] [S] [O] [C]	[A] stir - fried squid [S] bad [O] worst [C] food quality
easily the worst stir - fried squid i ' ve ever tasted . [O] [A] [C] [S]	[O] worst [A] stir - fried squid [C] food quality [S] bad
easily the worst stir - fried squid i ' ve ever tasted . [O] [A] [S] [C]	[O] worst [A] stir - fried squid [S] bad [C] food quality
the sauce tasted more like chinese fast food than decent korean . [A] [O] [S] [C]	[A] sauce [O] null [S] bad [C] food quality
the sauce tasted more like chinese fast food than decent korean . [A] [O] [C] [S]	[A] sauce [O] null [C] food quality [S] bad
the sauce tasted more like chinese fast food than decent korean . [A] [S] [O] [C]	[A] sauce [S] bad [O] null [C] food quality
the sauce tasted more like chinese fast food than decent korean . [O] [A] [C] [S]	[O] null [A] sauce [C] food quality [S] bad
the sauce tasted more like chinese fast food than decent korean . [O] [A] [S] [C]	[O] null [A] sauce [S] bad [C] food quality
the side dishes were passable , and i did get a refill upon request . [A] [O] [S] [C]	[A] side dishes [O] passable [S] good [C] food quality
the side dishes were passable , and i did get a refill upon request . [A] [O] [C] [S]	[A] side dishes [O] passable [C] food quality [S] good
the side dishes were passable , and i did get a refill upon request . [A] [S] [O] [C]	[A] side dishes [S] good [O] passable [C] food quality
the side dishes were passable , and i did get a refill upon request . [O] [A] [C] [S]	[O] passable [A] side dishes [C] food quality [S] good
the side dishes were passable , and i did get a refill upon request . [O] [A] [S] [C]	[O] passable [A] side dishes [S] good [C] food quality
the real problem i had with this place was the complete lack of service . [A] [O] [S] [C]	[A] service [O] lack of [S] bad [C] service general
the real problem i had with this place was the complete lack of service . [A] [O] [C] [S]	[A] service [O] lack of [C] service general [S] bad
the real problem i had with this place was the complete lack of service . [A] [S] [O] [C]	[A] service [S] bad [O] lack of [C] service general
the real problem i had with this place was the complete lack of service . [O] [A] [C] [S]	[O] lack of [A] service [C] service general [S] bad
the real problem i had with this place was the complete lack of service . [O] [A] [S] [C]	[O] lack of [A] service [S] bad [C] service general
she just nodded and walked off . [A] [O] [S] [C]	[A] it [O] null [S] bad [C] service general
she just nodded and walked off . [A] [O] [C] [S]	[A] it [O] null [C] service general [S] bad
she just nodded and walked off . [A] [S] [O] [C]	[A] it [S] bad [O] null [C] service general
she just nodded and walked off . [O] [A] [C] [S]	[O] null [A] it [C] service general [S] bad
she just nodded and walked off . [O] [A] [S] [C]	[O] null [A] it [S] bad [C] service general
as to my comment about the food , no apology or acknowledgment was made . [A] [O] [S] [C]	[A] it [O] null [S] bad [C] service general
as to my comment about the food , no apology or acknowledgment was made . [A] [O] [C] [S]	[A] it [O] null [C] service general [S] bad
as to my comment about the food , no apology or acknowledgment was made . [A] [S] [O] [C]	[A] it [S] bad [O] null [C] service general
as to my comment about the food , no apology or acknowledgment was made . [O] [A] [C] [S]	[O] null [A] it [C] service general [S] bad
as to my comment about the food , no apology or acknowledgment was made . [O] [A] [S] [C]	[O] null [A] it [S] bad [C] service general
my wife had barely touched that mess of a dish . [A] [O] [S] [C]	[A] dish [O] mess [S] bad [C] food quality
my wife had barely touched that mess of a dish . [A] [O] [C] [S]	[A] dish [O] mess [C] food quality [S] bad
my wife had barely touched that mess of a dish . [A] [S] [O] [C]	[A] dish [S] bad [O] mess [C] food quality
my wife had barely touched that mess of a dish . [O] [A] [C] [S]	[O] mess [A] dish [C] food quality [S] bad
my wife had barely touched that mess of a dish . [O] [A] [S] [C]	[O] mess [A] dish [S] bad [C] food quality
we were charged full price . [A] [O] [S] [C]	[A] it [O] full [S] bad [C] service general
we were charged full price . [A] [O] [C] [S]	[A] it [O] full [C] service general [S] bad
we were charged full price . [A] [S] [O] [C]	[A] it [S] bad [O] full [C] service general
we were charged full price . [O] [A] [C] [S]	[O] full [A] it [C] service general [S] bad
we were charged full price . [O] [A] [S] [C]	[O] full [A] it [S] bad [C] service general
lives up to the hype [A] [O] [S] [C]	[A] it [O] null [S] good [C] restaurant general
lives up to the hype [A] [O] [C] [S]	[A] it [O] null [C] restaurant general [S] good
lives up to the hype [A] [S] [O] [C]	[A] it [S] good [O] null [C] restaurant general
lives up to the hype [O] [A] [C] [S]	[O] null [A] it [C] restaurant general [S] good
lives up to the hype [O] [A] [S] [C]	[O] null [A] it [S] good [C] restaurant general
we ' ve tried before but it always packed and does n ' t take reservations . [A] [O] [S] [C]	[A] it [O] null [S] ok [C] restaurant miscellaneous
we ' ve tried before but it always packed and does n ' t take reservations . [A] [O] [C] [S]	[A] it [O] null [C] restaurant miscellaneous [S] ok
we ' ve tried before but it always packed and does n ' t take reservations . [A] [S] [O] [C]	[A] it [S] ok [O] null [C] restaurant miscellaneous
we ' ve tried before but it always packed and does n ' t take reservations . [O] [A] [C] [S]	[O] null [A] it [C] restaurant miscellaneous [S] ok
we ' ve tried before but it always packed and does n ' t take reservations . [O] [A] [S] [C]	[O] null [A] it [S] ok [C] restaurant miscellaneous
it was well worth the wait . [A] [O] [S] [C]	[A] it [O] worth [S] good [C] restaurant general
it was well worth the wait . [A] [O] [C] [S]	[A] it [O] worth [C] restaurant general [S] good
it was well worth the wait . [A] [S] [O] [C]	[A] it [S] good [O] worth [C] restaurant general
it was well worth the wait . [O] [A] [C] [S]	[O] worth [A] it [C] restaurant general [S] good
it was well worth the wait . [O] [A] [S] [C]	[O] worth [A] it [S] good [C] restaurant general
the wife had the risotto which was amazing . [A] [O] [S] [C]	[A] risotto [O] amazing [S] good [C] food quality
the wife had the risotto which was amazing . [A] [O] [C] [S]	[A] risotto [O] amazing [C] food quality [S] good
the wife had the risotto which was amazing . [A] [S] [O] [C]	[A] risotto [S] good [O] amazing [C] food quality
the wife had the risotto which was amazing . [O] [A] [C] [S]	[O] amazing [A] risotto [C] food quality [S] good
the wife had the risotto which was amazing . [O] [A] [S] [C]	[O] amazing [A] risotto [S] good [C] food quality
it does n ' t look appetizing as it ' s covered in squid ink and it turns your lips and teeth black , but the taste was phenomenal . [A] [O] [S] [C]	[A] it [O] null [S] bad [C] food style_options [SSEP] [A] it [O] phenomenal [S] good [C] food quality
it does n ' t look appetizing as it ' s covered in squid ink and it turns your lips and teeth black , but the taste was phenomenal . [A] [O] [C] [S]	[A] it [O] null [C] food style_options [S] bad [SSEP] [A] it [O] phenomenal [C] food quality [S] good
it does n ' t look appetizing as it ' s covered in squid ink and it turns your lips and teeth black , but the taste was phenomenal . [A] [S] [O] [C]	[A] it [S] bad [O] null [C] food style_options [SSEP] [A] it [S] good [O] phenomenal [C] food quality
it does n ' t look appetizing as it ' s covered in squid ink and it turns your lips and teeth black , but the taste was phenomenal . [O] [A] [C] [S]	[O] null [A] it [C] food style_options [S] bad [SSEP] [O] phenomenal [A] it [C] food quality [S] good
it does n ' t look appetizing as it ' s covered in squid ink and it turns your lips and teeth black , but the taste was phenomenal . [O] [A] [S] [C]	[O] null [A] it [S] bad [C] food style_options [SSEP] [O] phenomenal [A] it [S] good [C] food quality
the farro salad and the mashed yukon potatoes were also extremely tasty . [A] [O] [S] [C]	[A] farro salad [O] tasty [S] good [C] food quality [SSEP] [A] mashed yukon potatoes [O] tasty [S] good [C] food quality
the farro salad and the mashed yukon potatoes were also extremely tasty . [A] [O] [C] [S]	[A] farro salad [O] tasty [C] food quality [S] good [SSEP] [A] mashed yukon potatoes [O] tasty [C] food quality [S] good
the farro salad and the mashed yukon potatoes were also extremely tasty . [A] [S] [O] [C]	[A] farro salad [S] good [O] tasty [C] food quality [SSEP] [A] mashed yukon potatoes [S] good [O] tasty [C] food quality
the farro salad and the mashed yukon potatoes were also extremely tasty . [O] [A] [C] [S]	[O] tasty [A] farro salad [C] food quality [S] good [SSEP] [O] tasty [A] mashed yukon potatoes [C] food quality [S] good
the farro salad and the mashed yukon potatoes were also extremely tasty . [O] [A] [S] [C]	[O] tasty [A] farro salad [S] good [C] food quality [SSEP] [O] tasty [A] mashed yukon potatoes [S] good [C] food quality
i love margherita pizza – i looove east village pizza [A] [O] [S] [C]	[A] margherita pizza [O] love [S] good [C] restaurant general [SSEP] [A] east village pizza [O] looove [S] good [C] food quality
i love margherita pizza – i looove east village pizza [A] [O] [C] [S]	[A] margherita pizza [O] love [C] restaurant general [S] good [SSEP] [A] east village pizza [O] looove [C] food quality [S] good
i love margherita pizza – i looove east village pizza [A] [S] [O] [C]	[A] margherita pizza [S] good [O] love [C] restaurant general [SSEP] [A] east village pizza [S] good [O] looove [C] food quality
i love margherita pizza – i looove east village pizza [O] [A] [C] [S]	[O] love [A] margherita pizza [C] restaurant general [S] good [SSEP] [O] looove [A] east village pizza [C] food quality [S] good
i love margherita pizza – i looove east village pizza [O] [A] [S] [C]	[O] love [A] margherita pizza [S] good [C] restaurant general [SSEP] [O] looove [A] east village pizza [S] good [C] food quality
love this place , every time we are in the city this is one of the places we always go . [A] [O] [S] [C]	[A] place [O] love [S] good [C] restaurant general
love this place , every time we are in the city this is one of the places we always go . [A] [O] [C] [S]	[A] place [O] love [C] restaurant general [S] good
love this place , every time we are in the city this is one of the places we always go . [A] [S] [O] [C]	[A] place [S] good [O] love [C] restaurant general
love this place , every time we are in the city this is one of the places we always go . [O] [A] [C] [S]	[O] love [A] place [C] restaurant general [S] good
love this place , every time we are in the city this is one of the places we always go . [O] [A] [S] [C]	[O] love [A] place [S] good [C] restaurant general
a quintessential slice of nyc pizza . [A] [O] [S] [C]	[A] slice of nyc pizza [O] quintessential [S] ok [C] food quality
a quintessential slice of nyc pizza . [A] [O] [C] [S]	[A] slice of nyc pizza [O] quintessential [C] food quality [S] ok
a quintessential slice of nyc pizza . [A] [S] [O] [C]	[A] slice of nyc pizza [S] ok [O] quintessential [C] food quality
a quintessential slice of nyc pizza . [O] [A] [C] [S]	[O] quintessential [A] slice of nyc pizza [C] food quality [S] ok
a quintessential slice of nyc pizza . [O] [A] [S] [C]	[O] quintessential [A] slice of nyc pizza [S] ok [C] food quality
the crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components . [A] [O] [S] [C]	[A] crust [O] great [S] good [C] food quality [SSEP] [A] crust [O] good [S] good [C] food quality [SSEP] [A] sauce [O] light [S] good [C] food quality [SSEP] [A] sauce [O] nice [S] good [C] food quality [SSEP] [A] cheese [O] great [S] good [C] food quality
the crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components . [A] [O] [C] [S]	[A] crust [O] great [C] food quality [S] good [SSEP] [A] crust [O] good [C] food quality [S] good [SSEP] [A] sauce [O] light [C] food quality [S] good [SSEP] [A] sauce [O] nice [C] food quality [S] good [SSEP] [A] cheese [O] great [C] food quality [S] good
the crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components . [A] [S] [O] [C]	[A] crust [S] good [O] great [C] food quality [SSEP] [A] crust [S] good [O] good [C] food quality [SSEP] [A] sauce [S] good [O] light [C] food quality [SSEP] [A] sauce [S] good [O] nice [C] food quality [SSEP] [A] cheese [S] good [O] great [C] food quality
the crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components . [O] [A] [C] [S]	[O] great [A] crust [C] food quality [S] good [SSEP] [O] good [A] crust [C] food quality [S] good [SSEP] [O] light [A] sauce [C] food quality [S] good [SSEP] [O] nice [A] sauce [C] food quality [S] good [SSEP] [O] great [A] cheese [C] food quality [S] good
the crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components . [O] [A] [S] [C]	[O] great [A] crust [S] good [C] food quality [SSEP] [O] good [A] crust [S] good [C] food quality [SSEP] [O] light [A] sauce [S] good [C] food quality [SSEP] [O] nice [A] sauce [S] good [C] food quality [SSEP] [O] great [A] cheese [S] good [C] food quality
personally i like the margherita pizza better , but they are all good . [A] [O] [S] [C]	[A] margherita pizza [O] like [S] good [C] food quality [SSEP] [A] margherita pizza [O] good [S] good [C] food quality [SSEP] [A] it [O] good [S] good [C] food quality
personally i like the margherita pizza better , but they are all good . [A] [O] [C] [S]	[A] margherita pizza [O] like [C] food quality [S] good [SSEP] [A] margherita pizza [O] good [C] food quality [S] good [SSEP] [A] it [O] good [C] food quality [S] good
personally i like the margherita pizza better , but they are all good . [A] [S] [O] [C]	[A] margherita pizza [S] good [O] like [C] food quality [SSEP] [A] margherita pizza [S] good [O] good [C] food quality [SSEP] [A] it [S] good [O] good [C] food quality
personally i like the margherita pizza better , but they are all good . [O] [A] [C] [S]	[O] like [A] margherita pizza [C] food quality [S] good [SSEP] [O] good [A] margherita pizza [C] food quality [S] good [SSEP] [O] good [A] it [C] food quality [S] good
personally i like the margherita pizza better , but they are all good . [O] [A] [S] [C]	[O] like [A] margherita pizza [S] good [C] food quality [SSEP] [O] good [A] margherita pizza [S] good [C] food quality [SSEP] [O] good [A] it [S] good [C] food quality
possibly the most romantic restaurant in the city [A] [O] [S] [C]	[A] restaurant [O] romantic [S] good [C] ambience general
possibly the most romantic restaurant in the city [A] [O] [C] [S]	[A] restaurant [O] romantic [C] ambience general [S] good
possibly the most romantic restaurant in the city [A] [S] [O] [C]	[A] restaurant [S] good [O] romantic [C] ambience general
possibly the most romantic restaurant in the city [O] [A] [C] [S]	[O] romantic [A] restaurant [C] ambience general [S] good
possibly the most romantic restaurant in the city [O] [A] [S] [C]	[O] romantic [A] restaurant [S] good [C] ambience general
this is undoubtedly my favorite modern japanese brasserie ( that don ’ t serve sushi ) , and in my opinion , one of the most romantic restaurants in the city ! [A] [O] [S] [C]	[A] modern japanese brasserie [O] favorite [S] good [C] restaurant general [SSEP] [A] modern japanese brasserie [O] romantic [S] good [C] restaurant general [SSEP] [A] modern japanese brasserie [O] favorite [S] good [C] ambience general [SSEP] [A] modern japanese brasserie [O] romantic [S] good [C] ambience general
this is undoubtedly my favorite modern japanese brasserie ( that don ’ t serve sushi ) , and in my opinion , one of the most romantic restaurants in the city ! [A] [O] [C] [S]	[A] modern japanese brasserie [O] favorite [C] restaurant general [S] good [SSEP] [A] modern japanese brasserie [O] romantic [C] restaurant general [S] good [SSEP] [A] modern japanese brasserie [O] favorite [C] ambience general [S] good [SSEP] [A] modern japanese brasserie [O] romantic [C] ambience general [S] good
this is undoubtedly my favorite modern japanese brasserie ( that don ’ t serve sushi ) , and in my opinion , one of the most romantic restaurants in the city ! [A] [S] [O] [C]	[A] modern japanese brasserie [S] good [O] favorite [C] restaurant general [SSEP] [A] modern japanese brasserie [S] good [O] romantic [C] restaurant general [SSEP] [A] modern japanese brasserie [S] good [O] favorite [C] ambience general [SSEP] [A] modern japanese brasserie [S] good [O] romantic [C] ambience general
this is undoubtedly my favorite modern japanese brasserie ( that don ’ t serve sushi ) , and in my opinion , one of the most romantic restaurants in the city ! [O] [A] [C] [S]	[O] favorite [A] modern japanese brasserie [C] restaurant general [S] good [SSEP] [O] romantic [A] modern japanese brasserie [C] restaurant general [S] good [SSEP] [O] favorite [A] modern japanese brasserie [C] ambience general [S] good [SSEP] [O] romantic [A] modern japanese brasserie [C] ambience general [S] good
this is undoubtedly my favorite modern japanese brasserie ( that don ’ t serve sushi ) , and in my opinion , one of the most romantic restaurants in the city ! [O] [A] [S] [C]	[O] favorite [A] modern japanese brasserie [S] good [C] restaurant general [SSEP] [O] romantic [A] modern japanese brasserie [S] good [C] restaurant general [SSEP] [O] favorite [A] modern japanese brasserie [S] good [C] ambience general [SSEP] [O] romantic [A] modern japanese brasserie [S] good [C] ambience general
not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate decor will make you feel like you ’ re no longer in the city . [A] [O] [S] [C]	[A] spot [O] hidden [S] ok [C] location general [SSEP] [A] unmarked wooden doors [O] null [S] good [C] ambience general [SSEP] [A] decor [O] intimate [S] good [C] ambience general
not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate decor will make you feel like you ’ re no longer in the city . [A] [O] [C] [S]	[A] spot [O] hidden [C] location general [S] ok [SSEP] [A] unmarked wooden doors [O] null [C] ambience general [S] good [SSEP] [A] decor [O] intimate [C] ambience general [S] good
not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate decor will make you feel like you ’ re no longer in the city . [A] [S] [O] [C]	[A] spot [S] ok [O] hidden [C] location general [SSEP] [A] unmarked wooden doors [S] good [O] null [C] ambience general [SSEP] [A] decor [S] good [O] intimate [C] ambience general
not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate decor will make you feel like you ’ re no longer in the city . [O] [A] [C] [S]	[O] hidden [A] spot [C] location general [S] ok [SSEP] [O] null [A] unmarked wooden doors [C] ambience general [S] good [SSEP] [O] intimate [A] decor [C] ambience general [S] good
not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate decor will make you feel like you ’ re no longer in the city . [O] [A] [S] [C]	[O] hidden [A] spot [S] ok [C] location general [SSEP] [O] null [A] unmarked wooden doors [S] good [C] ambience general [SSEP] [O] intimate [A] decor [S] good [C] ambience general
if you ’ re planning to come here , make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching ( choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! ) . [A] [O] [S] [C]	[A] private booths [O] ushered [S] good [C] ambience general [SSEP] [A] glass ceilings [O] null [S] good [C] ambience general
if you ’ re planning to come here , make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching ( choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! ) . [A] [O] [C] [S]	[A] private booths [O] ushered [C] ambience general [S] good [SSEP] [A] glass ceilings [O] null [C] ambience general [S] good
if you ’ re planning to come here , make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching ( choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! ) . [A] [S] [O] [C]	[A] private booths [S] good [O] ushered [C] ambience general [SSEP] [A] glass ceilings [S] good [O] null [C] ambience general
if you ’ re planning to come here , make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching ( choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! ) . [O] [A] [C] [S]	[O] ushered [A] private booths [C] ambience general [S] good [SSEP] [O] null [A] glass ceilings [C] ambience general [S] good
if you ’ re planning to come here , make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching ( choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! ) . [O] [A] [S] [C]	[O] ushered [A] private booths [S] good [C] ambience general [SSEP] [O] null [A] glass ceilings [S] good [C] ambience general
it ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth ! [A] [O] [S] [C]	[A] it [O] null [S] good [C] ambience general [SSEP] [A] waiter [O] cute [S] good [C] service general
it ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth ! [A] [O] [C] [S]	[A] it [O] null [C] ambience general [S] good [SSEP] [A] waiter [O] cute [C] service general [S] good
it ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth ! [A] [S] [O] [C]	[A] it [S] good [O] null [C] ambience general [SSEP] [A] waiter [S] good [O] cute [C] service general
it ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth ! [O] [A] [C] [S]	[O] null [A] it [C] ambience general [S] good [SSEP] [O] cute [A] waiter [C] service general [S] good
it ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth ! [O] [A] [S] [C]	[O] null [A] it [S] good [C] ambience general [SSEP] [O] cute [A] waiter [S] good [C] service general
my party had the bbe $ 29 fixe prix menu , which was such a wonderful deal since it also came with a flight of sake ! [A] [O] [S] [C]	[A] bbe $ 29 fixe prix menu [O] null [S] good [C] food prices [SSEP] [A] bbe $ 29 fixe prix menu [O] wonderful [S] good [C] food style_options
my party had the bbe $ 29 fixe prix menu , which was such a wonderful deal since it also came with a flight of sake ! [A] [O] [C] [S]	[A] bbe $ 29 fixe prix menu [O] null [C] food prices [S] good [SSEP] [A] bbe $ 29 fixe prix menu [O] wonderful [C] food style_options [S] good
